"","external_gene_name","ensembl_gene_id","entrezgene_id","go_id","name_1006"
"50245","HYAL1","ENSG00000114378",3373,"GO:0005975","carbohydrate metabolic process"
"51418","HYAL2","ENSG00000068001",8692,"GO:0005975","carbohydrate metabolic process"
"51391","TUSC2","ENSG00000114383",11334,"",""
"52470","RASSF1","ENSG00000068028",11186,"GO:0007165","signal transduction"
"55391","ZMYND10","ENSG00000004838",51364,"",""
"57260","NPRL2","ENSG00000114388",10641,"",""
"56988","CYB561D2","ENSG00000114395",11068,"GO:0016020","membrane"
"57334","TMEM115","ENSG00000126062",11070,"GO:0016021","integral component of membrane"
"57002","CACNA2D2","ENSG00000007402",9254,"",""
"78386","Z84492.1","ENSG00000271858",NA,"",""
"39290","RNA5SP131","ENSG00000202322",NA,"",""
"44931","C3orf18","ENSG00000088543",51161,"GO:0016020","membrane"
"44893","HEMK1","ENSG00000114735",51409,"GO:0003677","DNA binding"
"45771","CISH","ENSG00000114737",1154,"",""
"45789","MAPKAPK3","ENSG00000114738",7867,"",""
"78300","LINC02019","ENSG00000273356",NA,"",""
"78241","MIR4787","ENSG00000272543",NA,"GO:1903561","extracellular vesicle"
"46694","DOCK3","ENSG00000088538",1795,"GO:0005515","protein binding"
"46691","PPIAP69","ENSG00000228337",NA,"",""
"46693","AC126120.1","ENSG00000213587",NA,"",""
"46692","ZNF652P1","ENSG00000235278",NA,"",""
"46690","ST13P14","ENSG00000240959",NA,"",""
"47320","MANF","ENSG00000145050",7873,"GO:0003723","RNA binding"
"47377","DCAF1","ENSG00000145041",9730,"GO:0005515","protein binding"
"47465","RAD54L2","ENSG00000164080",23132,"",""
"47422","TEX264","ENSG00000164081",51368,"",""
"39514","RNA5SP132","ENSG00000201595",NA,"",""
"48395","GRM2","ENSG00000164082",2912,"GO:0007186","G protein-coupled receptor signaling pathway"
"48431","IQCF6","ENSG00000214686",440956,"",""
"48491","IQCF3","ENSG00000229972",401067,"GO:0005515","protein binding"
"48479","IQCF2","ENSG00000184345",389123,"",""
"48482","IQCF5-AS1","ENSG00000235455",NA,"",""
"48483","IQCF1","ENSG00000173389",132141,"GO:0005515","protein binding"
"49441","RRP9","ENSG00000114767",9136,"GO:0005515","protein binding"
"49512","PARP3","ENSG00000041880",10039,"GO:0006471","protein ADP-ribosylation"
"50317","GPR62","ENSG00000180929",118442,"GO:0007186","G protein-coupled receptor signaling pathway"
"51007","PCBP4","ENSG00000090097",57060,"GO:0003723","RNA binding"
"50983","ABHD14B","ENSG00000114779",84836,"GO:0005634","nucleus"
"50960","ABHD14A","ENSG00000248487",25864,"GO:0016020","membrane"
"50336","ACY1","ENSG00000243989",95,"GO:0016787","hydrolase activity"
"39578","RPL29","ENSG00000162244",6159,"GO:0003735","structural constituent of ribosome"
"39687","DUSP7","ENSG00000164086",1849,"GO:0016791","phosphatase activity"
"39903","POC1A","ENSG00000164087",25886,"GO:0005515","protein binding"
"39919","ALDOAP1","ENSG00000242849",NA,"",""
"43190","ALAS1","ENSG00000023330",211,"GO:0003824","catalytic activity"
"44339","TLR9","ENSG00000239732",54106,"GO:0016021","integral component of membrane"
"44254","TWF2","ENSG00000247596",11344,"GO:0003779","actin binding"
"44702","AC006252.1","ENSG00000243224",NA,"",""
"44936","PPM1M","ENSG00000164088",132160,"GO:0003824","catalytic activity"
"45330","WDR82","ENSG00000164091",80335,"GO:0005515","protein binding"
"45155","GLYCTK","ENSG00000168237",132158,"GO:0008887","glycerate kinase activity"
"45154","GLYCTK-AS1","ENSG00000242797",NA,"",""
"45642","DNAH1","ENSG00000114841",25981,"",""
"45641","AC092045.1","ENSG00000239557",NA,"",""
"46660","BAP1","ENSG00000163930",8314,"GO:0006511","ubiquitin-dependent protein catabolic process"
"47456","PHF7","ENSG00000010318",51533,"GO:0005634","nucleus"
"47520","SEMA3G","ENSG00000010319",56920,"GO:0005515","protein binding"
"47731","TNNC1","ENSG00000114854",7134,"GO:0005509","calcium ion binding"
"50483","NISCH","ENSG00000010322",11188,"GO:0005515","protein binding"
"52332","STAB1","ENSG00000010327",23166,"GO:0005509","calcium ion binding"
"51987","NT5DC2","ENSG00000168268",64943,"",""
"51947","SMIM4","ENSG00000168273",440957,"",""
"51372","PBRM1","ENSG00000163939",55193,"GO:0005515","protein binding"
"39437","RNU6-856P","ENSG00000252768",NA,"",""
"39388","RNU6ATAC16P","ENSG00000221518",NA,"",""
"51950","GNL3","ENSG00000163938",26354,"",""
"39447","AC104446.1","ENSG00000252787",NA,"",""
"39532","SNORD19","ENSG00000212493",NA,"",""
"39284","SNORD19B","ENSG00000238862",NA,"",""
"39403","SNORD19C","ENSG00000222345",NA,"",""
"39273","SNORD69","ENSG00000212452",NA,"",""
"52147","GLT8D1","ENSG00000016864",55830,"GO:0016757","transferase activity, transferring glycosyl groups"
"52128","SPCS1","ENSG00000114902",28972,"GO:0016021","integral component of membrane"
"52012","NEK4","ENSG00000114904",6787,"GO:0005524","ATP binding"
"78341","AC006254.2","ENSG00000270941",NA,"",""
"78340","AC006254.3","ENSG00000271137",NA,"",""
"68492","ITIH1","ENSG00000055957",3697,"GO:0004867","serine-type endopeptidase inhibitor activity"
"68753","ITIH3","ENSG00000162267",3699,"",""
"70577","ITIH4","ENSG00000055955",3700,"GO:0004867","serine-type endopeptidase inhibitor activity"
"70576","ITIH4-AS1","ENSG00000239799",NA,"",""
"78478","MUSTN1","ENSG00000272573",389125,"GO:0005634","nucleus"
"70564","STIMATE","ENSG00000213533",375346,"",""
"71715","SFMBT1","ENSG00000163935",51460,"GO:0006355","regulation of transcription, DNA-templated"
"71851","SERBP1P3","ENSG00000242142",NA,"",""
"71772","RFT1","ENSG00000163933",91869,"GO:0016021","integral component of membrane"
"73280","PRKCD","ENSG00000163932",5580,"",""
"76307","TKT","ENSG00000163931",7086,"GO:0003824","catalytic activity"
"76776","CACNA1D","ENSG00000157388",776,"GO:0016020","membrane"
"78536","AC012467.1","ENSG00000271916",NA,"",""
"77255","CHDH","ENSG00000016391",55349,"GO:0016614","oxidoreductase activity, acting on CH-OH group of donors"
"52934","IL17RB","ENSG00000056736",55540,"GO:0030368","interleukin-17 receptor activity"
"78346","AC012467.2","ENSG00000271976",NA,"",""
"53179","ACTR8","ENSG00000113812",93973,"GO:0031011","Ino80 complex"
"53248","SELENOK","ENSG00000113811",58515,"GO:0016020","membrane"
"53448","CABYRP1","ENSG00000242983",NA,"",""
"53276","CACNA2D3","ENSG00000157445",55799,"GO:0016020","membrane"
"53422","RPS15P5","ENSG00000229806",NA,"",""
"78347","ESRG","ENSG00000265992",NA,"",""
"53421","CACNA2D3-AS1","ENSG00000243715",NA,"",""
"53423","LRTM1","ENSG00000144771",57408,"GO:0005515","protein binding"
"53971","LINC02017","ENSG00000243572",NA,"",""
"53972","LINC02030","ENSG00000240708",NA,"",""
"54085","WNT5A","ENSG00000114251",7474,"GO:0005576","extracellular region"
"54300","WNT5A-AS1","ENSG00000244586",NA,"",""
"54429","AC121764.1","ENSG00000242317",NA,"",""
"54917","ERC2","ENSG00000187672",26059,"GO:0048786","presynaptic active zone"
"54916","AC025572.1","ENSG00000240777",NA,"",""
"56379","CCDC66","ENSG00000180376",285331,"GO:0008017","microtubule binding"
"56218","TASOR","ENSG00000163946",23272,"",""
"59109","ARHGEF3","ENSG00000163947",50650,"GO:0005085","guanyl-nucleotide exchange factor activity"
"59193","SPATA12","ENSG00000186451",353324,"",""
"78394","AC097358.2","ENSG00000272202",NA,"",""
"64475","IL17RD","ENSG00000144730",54756,"GO:0030368","interleukin-17 receptor activity"
"64474","AC097358.1","ENSG00000229863",NA,"",""
"65194","HESX1","ENSG00000163666",8820,"GO:0003677","DNA binding"
"65979","APPL1","ENSG00000157500",26060,"GO:0005634","nucleus"
"66113","ASB14","ENSG00000239388",142686,"GO:0005515","protein binding"
"66570","DNAH12","ENSG00000174844",201625,"GO:0005524","ATP binding"
"39510","RNU6-1181P","ENSG00000206918",NA,"",""
"66595","RNF7P1","ENSG00000239831",NA,"",""
"66593","AC092418.2","ENSG00000237186",NA,"",""
"40531","RNU6-108P","ENSG00000202428",NA,"",""
"39305","RNU6-483P","ENSG00000206815",NA,"",""
"67133","PDE12","ENSG00000174840",201626,"",""
"67158","ARF4","ENSG00000168374",378,"GO:0005525","GTP binding"
"78451","ARF4-AS1","ENSG00000272146",NA,"",""
"39391","RNU6ATAC26P","ENSG00000210841",NA,"",""
"68744","DENND6A","ENSG00000174839",201627,"GO:0017112","Rab guanyl-nucleotide exchange factor activity"
"68789","DENND6A-AS1","ENSG00000239801",NA,"",""
"68830","DENND6A-DT","ENSG00000241933",NA,"",""
"70858","SLMAP","ENSG00000163681",7871,"",""
"78494","PDHA1P1","ENSG00000270772",NA,"",""
"72387","PPIAP16","ENSG00000213509",NA,"",""
"75811","FLNB","ENSG00000136068",2317,"GO:0005515","protein binding"
"77039","FLNB-AS1","ENSG00000244161",NA,"",""
"73673","DNASE1L3","ENSG00000163687",1776,"GO:0004536","deoxyribonuclease activity"
"73929","ABHD6","ENSG00000163686",57406,"GO:0003824","catalytic activity"
"74190","RPP14","ENSG00000163684",11102,"",""
"78524","AC098479.1","ENSG00000273493",NA,"",""
"76679","PXK","ENSG00000168297",54899,"GO:0005524","ATP binding"
"40927","PDHB","ENSG00000168291",5162,"GO:0003824","catalytic activity"
"78259","AC135507.1","ENSG00000272182",NA,"",""
"78265","AC116036.2","ENSG00000272360",NA,"",""
"41517","KCTD6","ENSG00000168301",200845,"GO:0005515","protein binding"
"41734","ACOX2","ENSG00000168306",8309,"",""
"41819","AC116036.1","ENSG00000236722",NA,"",""
"42572","FAM107A","ENSG00000168309",11170,"GO:0005634","nucleus"
"42527","AC119424.1","ENSG00000243384",NA,"",""
"42610","FAM3D-AS1","ENSG00000244383",NA,"",""
"42528","FAM3D","ENSG00000198643",131177,"GO:0070093","negative regulation of glucagon secretion"
"44543","C3orf67","ENSG00000163689",200844,"",""
"44541","C3orf67-AS1","ENSG00000242428",NA,"",""
"44911","AC126121.3","ENSG00000243295",NA,"",""
"44909","AC138057.1","ENSG00000243903",NA,"",""
"44935","AC126121.2","ENSG00000242545",NA,"",""
"44912","FHIT","ENSG00000189283",2272,"GO:0003824","catalytic activity"
"44908","AC104164.2","ENSG00000240097",NA,"",""
"44934","PPIAP70","ENSG00000232407",NA,"",""
"44907","AC104164.1","ENSG00000225673",NA,"",""
"44910","PPIAP71","ENSG00000244183",NA,"",""
"39275","AC096917.1","ENSG00000212211",NA,"",""
"45736","PTPRG","ENSG00000144724",5793,"",""
"39436","AC096919.1","ENSG00000252420",NA,"",""
"45594","RPL10AP6","ENSG00000226360",NA,"",""
"39344","RNU2-10P","ENSG00000252184",NA,"",""
"45687","AC104849.1","ENSG00000237456",NA,"",""
"45622","PTPRG-AS1","ENSG00000241472",NA,"",""
"45595","C3orf14","ENSG00000114405",57415,"",""
"48096","FEZF2","ENSG00000153266",55079,"GO:0003676","nucleic acid binding"
"48787","CADPS","ENSG00000163618",8618,"GO:0016079","synaptic vesicle exocytosis"
"48772","AC012519.1","ENSG00000225662",NA,"",""
"64269","AC096915.1","ENSG00000226082",NA,"",""
"64271","LINC00698","ENSG00000244342",NA,"",""
